Order_ID,Order_Date,Delivery_Date,Product_Name,Category,Supplier,Warehouse,Region,Quantity,Unit_Price,Shipping_Cost,Inventory_Level,Revenue,Profit,Delivery_Status
ORD-10441,2023-08-30,2023-09-04,Energy Drinks,Grocery,FreshFoods,Warehouse A,South,14,37.35,8.0,3,522.92,37.83,On Time
ORD-10442,2023-08-31,2023-09-15,Smartphone X,Electronics,TechCorp,Warehouse B,North,2,324.87,37.5,185,649.74,208.66,Critical Delay
ORD-10443,2023-09-01,2023-09-06,Office Chair,Furniture,TimberCraft,Warehouse A,West,1,276.3,75.0,239,276.3,17.76,On Time
ORD-10444,2023-09-01,2023-09-03,Energy Drinks,Grocery,FreshFoods,Warehouse B,North,6,37.75,12.0,148,226.53,12.12,On Time
ORD-10445,2023-09-02,2023-09-13,Office Chair,Furniture,TimberCraft,Warehouse B,North,2,347.31,112.5,101,694.63,82.68,Critical Delay
ORD-10446,2023-09-03,2023-09-04,Winter Jacket,Clothing,Vogue Apparel,Warehouse A,West,1,60.84,12.0,256,60.84,-9.13,On Time
ORD-10447,2023-09-03,2023-09-05,Smartphone X,Electronics,TechCorp,Warehouse C,East,1,435.38,25.0,43,435.38,139.88,On Time
ORD-10448,2023-09-04,2023-09-07,Organic Coffee,Grocery,FreshFoods,Warehouse C,South,13,20.14,8.0,237,261.76,16.94,On Time
ORD-10449,2023-09-04,2023-09-07,Backpack,Accessories,Apex Goods,Warehouse A,West,2,20.3,12.0,197,40.6,12.27,On Time
ORD-10450,2023-09-06,2023-09-10,Winter Jacket,Clothing,Vogue Apparel,Warehouse A,North,2,33.45,18.0,151,66.9,17.76,On Time
ORD-10451,2023-09-06,2023-09-10,Winter Jacket,Clothing,Vogue Apparel,Warehouse A,West,3,80.98,12.0,329,242.93,91.17,On Time
ORD-10452,2023-09-07,2023-09-18,Laptop Pro,Electronics,TechCorp,Warehouse B,North,3,307.22,37.5,126,921.67,303.83,Critical Delay
ORD-10453,2023-09-07,2023-09-20,Running Shoes,Clothing,Vogue Apparel,Warehouse B,North,1,66.03,18.0,85,66.03,17.41,Critical Delay
ORD-10454,2023-09-08,2023-09-25,Laptop Pro,Electronics,TechCorp,Warehouse B,North,3,1090.97,37.5,68,3272.92,1126.77,Critical Delay
ORD-10455,2023-09-08,2023-09-12,Energy Drinks,Grocery,FreshFoods,Warehouse B,North,7,41.94,12.0,101,293.6,17.49,On Time
ORD-10456,2023-09-10,2023-09-11,Winter Jacket,Clothing,Vogue Apparel,Warehouse C,South,2,119.08,12.0,190,238.15,89.26,On Time
ORD-10457,2023-09-10,2023-09-24,Backpack,Accessories,Apex Goods,Warehouse B,North,1,54.84,18.0,133,54.84,-8.23,Critical Delay
ORD-10458,2023-09-10,2023-09-26,Bulk Almonds,Grocery,FreshFoods,Warehouse B,East,11,15.84,8.0,133,174.28,9.94,Critical Delay
ORD-10459,2023-09-11,2023-09-25,Leather Wallet,Accessories,Apex Goods,Warehouse B,North,5,124.71,18.0,372,623.57,271.61,Critical Delay
ORD-10460,2023-09-11,2023-09-20,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,East,1,147.07,12.0,308,147.07,52.83,Delayed
ORD-10461,2023-09-11,2023-09-16,Wireless Earbuds,Electronics,TechCorp,Warehouse B,North,2,1181.38,37.5,198,2362.77,808.22,On Time
ORD-10462,2023-09-13,2023-09-24,Wireless Earbuds,Electronics,TechCorp,Warehouse B,North,3,256.63,37.5,149,769.88,250.71,Critical Delay
ORD-10463,2023-09-13,2023-09-16,Denim Jeans,Clothing,Vogue Apparel,Warehouse C,East,5,66.96,12.0,274,334.79,127.92,On Time
ORD-10464,2023-09-15,2023-09-19,Leather Wallet,Accessories,Apex Goods,Warehouse B,South,4,64.82,12.0,317,259.28,110.68,On Time
ORD-10465,2023-09-16,2023-09-19,Bulk Almonds,Grocery,FreshFoods,Warehouse B,East,12,15.77,8.0,200,189.27,-28.39,On Time
ORD-10466,2023-09-16,2023-09-19,Office Chair,Furniture,TimberCraft,Warehouse B,North,1,165.0,112.5,300,165.0,-23.25,On Time
ORD-10467,2023-09-18,2023-09-22,Bulk Almonds,Grocery,FreshFoods,Warehouse B,North,7,27.41,12.0,6,191.88,9.35,On Time
ORD-10468,2023-09-18,2023-09-22,Denim Jeans,Clothing,Vogue Apparel,Warehouse C,East,4,69.78,12.0,125,279.11,105.64,On Time
ORD-10469,2023-09-18,2023-09-21,Wireless Earbuds,Electronics,TechCorp,Warehouse A,East,1,938.93,25.0,372,938.93,316.13,On Time
ORD-10470,2023-09-19,2023-09-20,Organic Coffee,Grocery,FreshFoods,Warehouse A,North,14,49.83,12.0,1,697.56,49.8,On Time
ORD-10471,2023-09-20,2023-10-02,Backpack,Accessories,Apex Goods,Warehouse B,West,4,96.21,12.0,266,384.84,167.18,Critical Delay
ORD-10472,2023-09-20,2023-09-21,Running Shoes,Clothing,Vogue Apparel,Warehouse C,South,2,90.58,12.0,232,181.16,66.46,On Time
ORD-10473,2023-09-20,2023-09-29,Smartphone X,Electronics,TechCorp,Warehouse B,North,1,606.33,37.5,205,606.33,193.47,Delayed
ORD-10474,2023-09-21,2023-10-02,4K Monitor,Electronics,TechCorp,Warehouse B,West,1,485.4,25.0,229,485.4,157.39,Critical Delay
ORD-10475,2023-09-22,2023-10-06,Leather Wallet,Accessories,Apex Goods,Warehouse B,North,5,107.54,18.0,352,537.72,232.97,Critical Delay
ORD-10476,2023-09-23,2023-09-27,Office Chair,Furniture,TimberCraft,Warehouse C,East,1,184.83,75.0,162,184.83,-0.53,On Time
ORD-10477,2023-09-23,2023-09-25,Laptop Pro,Electronics,TechCorp,Warehouse B,West,3,1165.61,25.0,234,3496.83,1211.39,On Time
ORD-10478,2023-09-25,2023-09-30,Bulk Almonds,Grocery,FreshFoods,Warehouse B,North,5,39.68,12.0,313,198.4,9.87,On Time
ORD-10479,2023-09-25,2023-10-05,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,West,4,120.34,12.0,36,481.35,186.54,Delayed
ORD-10480,2023-09-26,2023-10-13,Smartphone X,Electronics,TechCorp,Warehouse B,West,3,742.03,25.0,104,2226.08,766.63,Critical Delay
ORD-10481,2023-09-27,2023-09-30,4K Monitor,Electronics,TechCorp,Warehouse A,South,1,845.15,25.0,50,845.15,283.3,On Time
ORD-10482,2023-09-27,2023-10-02,4K Monitor,Electronics,TechCorp,Warehouse B,North,1,249.51,37.5,199,249.51,68.58,On Time
ORD-10483,2023-09-27,2023-10-06,Organic Coffee,Grocery,FreshFoods,Warehouse B,West,14,30.13,8.0,0,421.8,29.74,Delayed
ORD-10484,2023-09-29,2023-10-02,Bulk Almonds,Grocery,FreshFoods,Warehouse A,North,10,12.92,12.0,5,129.16,4.33,On Time
ORD-10485,2023-09-30,2023-10-04,Bulk Almonds,Grocery,FreshFoods,Warehouse A,West,12,44.66,8.0,391,535.9,38.87,On Time
ORD-10486,2023-10-01,2023-10-06,Office Chair,Furniture,TimberCraft,Warehouse A,North,1,205.08,112.5,197,205.08,-15.23,On Time
ORD-10487,2023-10-02,2023-10-04,Leather Wallet,Accessories,Apex Goods,Warehouse C,West,1,103.1,12.0,324,103.1,40.39,On Time
ORD-10488,2023-10-03,2023-10-04,Smart Watch Band,Accessories,Apex Goods,Warehouse C,East,2,40.91,12.0,264,81.82,30.82,On Time
ORD-10489,2023-10-04,2023-10-07,4K Monitor,Electronics,TechCorp,Warehouse B,North,2,1150.28,37.5,177,2300.56,786.45,On Time
ORD-10490,2023-10-04,2023-10-05,Office Chair,Furniture,TimberCraft,Warehouse B,West,2,122.17,75.0,208,244.35,11.37,On Time
ORD-10491,2023-10-04,2023-10-07,Leather Wallet,Accessories,Apex Goods,Warehouse B,East,2,33.89,12.0,30,67.77,24.5,On Time
ORD-10492,2023-10-05,2023-10-08,Smartphone X,Electronics,TechCorp,Warehouse A,South,3,889.58,25.0,31,2668.75,921.56,On Time
ORD-10493,2023-10-06,2023-10-07,Winter Jacket,Clothing,Vogue Apparel,Warehouse A,West,3,84.68,12.0,85,254.03,95.61,On Time
ORD-10494,2023-10-07,2023-10-12,Bulk Almonds,Grocery,FreshFoods,Warehouse B,North,11,21.44,12.0,245,235.88,12.87,On Time
ORD-10495,2023-10-07,2023-10-08,4K Monitor,Electronics,TechCorp,Warehouse B,West,3,922.68,25.0,125,2768.05,956.32,On Time
ORD-10496,2023-10-08,2023-10-19,4K Monitor,Electronics,TechCorp,Warehouse B,North,1,1176.49,37.5,135,1176.49,393.02,Critical Delay
ORD-10497,2023-10-09,2023-10-10,Bulk Almonds,Grocery,FreshFoods,Warehouse B,East,9,31.12,8.0,286,280.1,18.41,On Time
ORD-10498,2023-10-10,2023-10-18,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,North,5,106.71,18.0,133,533.53,204.41,Delayed
ORD-10499,2023-10-11,2023-10-14,Bulk Almonds,Grocery,FreshFoods,Warehouse B,East,14,14.48,8.0,213,202.73,12.22,On Time
ORD-10500,2023-10-12,2023-10-16,Wireless Earbuds,Electronics,TechCorp,Warehouse B,East,2,227.47,25.0,210,454.94,146.73,On Time
ORD-10501,2023-10-12,2023-10-20,4K Monitor,Electronics,TechCorp,Warehouse B,North,2,402.87,37.5,230,805.75,263.26,Delayed
ORD-10502,2023-10-12,2023-10-19,Organic Coffee,Grocery,FreshFoods,Warehouse B,West,7,18.19,8.0,0,127.32,6.19,Delayed
ORD-10503,2023-10-12,2023-10-19,Bulk Almonds,Grocery,FreshFoods,Warehouse B,South,8,32.46,8.0,356,259.71,16.78,Delayed
ORD-10504,2023-10-13,2023-10-15,4K Monitor,Electronics,TechCorp,Warehouse B,South,1,345.63,25.0,377,345.63,108.47,On Time
ORD-10505,2023-10-13,2023-10-18,Wireless Earbuds,Electronics,TechCorp,Warehouse A,East,1,1042.19,25.0,399,1042.19,352.27,On Time
ORD-10506,2023-10-14,2023-10-16,Leather Wallet,Accessories,Apex Goods,Warehouse C,East,3,140.47,12.0,239,421.4,183.63,On Time
ORD-10507,2023-10-14,2023-10-16,Leather Wallet,Accessories,Apex Goods,Warehouse C,East,2,33.63,12.0,122,67.26,24.27,On Time
ORD-10508,2023-10-14,2023-10-16,Smartphone X,Electronics,TechCorp,Warehouse C,East,2,390.38,25.0,72,780.76,260.77,On Time
ORD-10509,2023-10-15,2023-10-17,Leather Wallet,Accessories,Apex Goods,Warehouse B,North,4,95.21,18.0,383,380.85,-57.13,On Time
ORD-10510,2023-10-15,2023-10-17,4K Monitor,Electronics,TechCorp,Warehouse C,South,1,1093.97,25.0,309,1093.97,370.39,On Time
ORD-10511,2023-10-16,2023-10-19,Bulk Almonds,Grocery,FreshFoods,Warehouse C,South,14,16.77,8.0,8,234.75,-35.21,On Time
ORD-10512,2023-10-16,2023-10-21,Backpack,Accessories,Apex Goods,Warehouse B,North,3,72.04,18.0,303,216.13,-32.42,On Time
ORD-10513,2023-10-18,2023-10-22,Backpack,Accessories,Apex Goods,Warehouse C,West,5,87.56,12.0,277,437.8,191.01,On Time
ORD-10514,2023-10-18,2023-10-23,Leather Wallet,Accessories,Apex Goods,Warehouse B,North,2,142.31,18.0,277,284.63,119.08,On Time
ORD-10515,2023-10-20,2023-10-23,Running Shoes,Clothing,Vogue Apparel,Warehouse A,East,4,67.39,12.0,256,269.57,101.83,On Time
ORD-10516,2023-10-20,2023-11-04,Running Shoes,Clothing,Vogue Apparel,Warehouse B,North,5,93.95,18.0,283,469.73,178.89,Critical Delay
ORD-10517,2023-10-21,2023-10-23,4K Monitor,Electronics,TechCorp,Warehouse C,South,2,519.72,25.0,271,1039.44,351.3,On Time
ORD-10518,2023-10-22,2023-10-27,Bookshelf,Furniture,TimberCraft,Warehouse C,East,2,352.48,75.0,329,704.95,103.49,On Time
ORD-10519,2023-10-22,2023-10-27,Bookshelf,Furniture,TimberCraft,Warehouse C,South,1,244.71,75.0,393,244.71,11.44,On Time
ORD-10520,2023-10-23,2023-10-26,Ergonomic Desk,Furniture,TimberCraft,Warehouse A,West,1,330.87,75.0,281,330.87,28.67,On Time
ORD-10521,2023-10-23,2023-10-26,Denim Jeans,Clothing,Vogue Apparel,Warehouse A,South,2,30.59,12.0,252,61.18,18.47,On Time
ORD-10522,2023-10-23,2023-10-24,Organic Coffee,Grocery,FreshFoods,Warehouse A,West,10,49.16,8.0,225,491.57,35.33,On Time
ORD-10523,2023-10-25,2023-10-28,Smartphone X,Electronics,TechCorp,Warehouse B,South,1,447.46,25.0,377,447.46,144.11,On Time
ORD-10524,2023-10-28,2023-10-31,Energy Drinks,Grocery,FreshFoods,Warehouse A,West,14,37.91,8.0,6,530.8,38.46,On Time
ORD-10525,2023-10-29,2023-11-02,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,West,5,79.57,12.0,394,397.83,153.13,On Time
ORD-10526,2023-10-29,2023-10-30,Leather Wallet,Accessories,Apex Goods,Warehouse C,South,4,53.4,12.0,242,213.6,90.12,On Time
ORD-10527,2023-10-29,2023-11-03,Energy Drinks,Grocery,FreshFoods,Warehouse A,East,13,47.42,8.0,50,616.47,-92.47,On Time
ORD-10528,2023-10-29,2023-11-01,Leather Wallet,Accessories,Apex Goods,Warehouse A,West,1,88.91,12.0,66,88.91,34.01,On Time
ORD-10529,2023-10-30,2023-10-31,Backpack,Accessories,Apex Goods,Warehouse B,North,1,31.46,18.0,308,31.46,5.16,On Time
ORD-10530,2023-10-30,2023-11-03,Office Chair,Furniture,TimberCraft,Warehouse C,South,2,276.15,75.0,133,552.3,72.96,On Time
ORD-10531,2023-10-30,2023-11-03,Backpack,Accessories,Apex Goods,Warehouse B,East,1,86.57,12.0,319,86.57,32.96,On Time
ORD-10532,2023-10-31,2023-11-04,Ergonomic Desk,Furniture,TimberCraft,Warehouse B,North,1,394.1,112.5,141,394.1,22.57,On Time
ORD-10533,2023-11-01,2023-11-05,Wireless Earbuds,Electronics,TechCorp,Warehouse B,North,1,930.13,37.5,365,930.13,306.8,On Time
ORD-10534,2023-11-01,2023-11-04,Backpack,Accessories,Apex Goods,Warehouse A,West,5,93.08,12.0,333,465.39,203.43,On Time
ORD-10535,2023-11-01,2023-11-13,Smart Watch Band,Accessories,Apex Goods,Warehouse B,East,5,105.39,12.0,350,526.93,231.12,Critical Delay
ORD-10536,2023-11-02,2023-11-10,Bulk Almonds,Grocery,FreshFoods,Warehouse B,North,12,22.81,12.0,150,273.74,15.9,Delayed
ORD-10537,2023-11-03,2023-11-20,Leather Wallet,Accessories,Apex Goods,Warehouse B,East,3,143.27,12.0,64,429.8,187.41,Critical Delay
ORD-10538,2023-11-04,2023-11-06,Smart Watch Band,Accessories,Apex Goods,Warehouse B,East,3,104.18,12.0,194,312.53,134.64,On Time
ORD-10539,2023-11-04,2023-11-06,Energy Drinks,Grocery,FreshFoods,Warehouse A,South,9,35.19,8.0,5,316.75,21.34,On Time
ORD-10540,2023-11-05,2023-11-06,Winter Jacket,Clothing,Vogue Apparel,Warehouse A,West,2,98.49,12.0,330,196.99,72.8,On Time
ORD-10541,2023-11-07,2023-11-08,Ergonomic Desk,Furniture,TimberCraft,Warehouse C,South,2,158.09,75.0,113,316.18,25.74,On Time
ORD-10542,2023-11-07,2023-11-10,Smart Watch Band,Accessories,Apex Goods,Warehouse A,West,4,124.99,12.0,160,499.97,218.99,On Time
ORD-10543,2023-11-07,2023-11-15,Bulk Almonds,Grocery,FreshFoods,Warehouse B,North,6,41.96,12.0,53,251.78,14.14,Delayed
ORD-10544,2023-11-07,2023-11-12,Leather Wallet,Accessories,Apex Goods,Warehouse A,East,4,114.87,12.0,121,459.48,200.77,On Time
ORD-10545,2023-11-08,2023-11-11,Backpack,Accessories,Apex Goods,Warehouse B,North,1,21.18,18.0,345,21.18,0.53,On Time
ORD-10546,2023-11-08,2023-11-15,Running Shoes,Clothing,Vogue Apparel,Warehouse B,East,5,124.65,12.0,305,623.23,243.29,Delayed
ORD-10547,2023-11-09,2023-11-12,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,North,5,61.25,18.0,71,306.24,113.5,On Time
ORD-10548,2023-11-09,2023-11-11,Bulk Almonds,Grocery,FreshFoods,Warehouse C,South,9,40.2,8.0,172,361.78,24.94,On Time
ORD-10549,2023-11-09,2023-11-13,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,North,5,92.82,18.0,173,464.08,176.63,On Time
ORD-10550,2023-11-10,2023-11-13,Smartphone X,Electronics,TechCorp,Warehouse B,East,1,1025.6,25.0,363,1025.6,346.46,On Time
ORD-10551,2023-11-11,2023-11-28,Backpack,Accessories,Apex Goods,Warehouse B,East,1,76.89,12.0,308,76.89,28.6,Critical Delay
ORD-10552,2023-11-12,2023-11-29,Bookshelf,Furniture,TimberCraft,Warehouse B,North,2,441.76,112.5,210,883.52,120.45,Critical Delay
ORD-10553,2023-11-13,2023-11-15,Denim Jeans,Clothing,Vogue Apparel,Warehouse A,South,3,67.58,12.0,245,202.75,75.1,On Time
ORD-10554,2023-11-14,2023-11-15,Bookshelf,Furniture,TimberCraft,Warehouse C,West,2,447.82,75.0,312,895.63,141.63,On Time
ORD-10555,2023-11-14,2023-11-19,Laptop Pro,Electronics,TechCorp,Warehouse A,East,3,622.7,25.0,377,1868.11,641.34,On Time
ORD-10556,2023-11-14,2023-11-17,Bulk Almonds,Grocery,FreshFoods,Warehouse A,East,10,16.87,8.0,58,168.67,9.49,On Time
ORD-10557,2023-11-14,2023-11-19,Bulk Almonds,Grocery,FreshFoods,Warehouse A,South,12,47.91,8.0,330,574.97,42.0,On Time
ORD-10558,2023-11-14,2023-11-17,4K Monitor,Electronics,TechCorp,Warehouse B,South,3,994.13,25.0,75,2982.4,1031.34,On Time
ORD-10559,2023-11-16,2023-11-18,Leather Wallet,Accessories,Apex Goods,Warehouse C,West,2,131.67,12.0,124,263.33,112.5,On Time
ORD-10560,2023-11-17,2023-11-26,4K Monitor,Electronics,TechCorp,Warehouse B,South,2,520.57,25.0,84,1041.14,351.9,Delayed
ORD-10561,2023-11-17,2023-11-18,Ergonomic Desk,Furniture,TimberCraft,Warehouse C,East,1,402.72,75.0,101,402.72,43.04,On Time
ORD-10562,2023-11-17,2023-12-03,Laptop Pro,Electronics,TechCorp,Warehouse B,North,3,241.64,37.5,227,724.93,234.98,Critical Delay
ORD-10563,2023-11-20,2023-11-22,4K Monitor,Electronics,TechCorp,Warehouse A,North,3,1064.4,37.5,356,3193.21,1098.87,On Time
ORD-10564,2023-11-20,2023-11-22,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,North,3,29.46,18.0,223,88.37,26.35,On Time
ORD-10565,2023-11-20,2023-11-24,Winter Jacket,Clothing,Vogue Apparel,Warehouse C,East,2,66.22,12.0,356,132.44,46.98,On Time
ORD-10566,2023-11-22,2023-12-07,Laptop Pro,Electronics,TechCorp,Warehouse B,South,1,998.48,25.0,399,998.48,336.97,Critical Delay
ORD-10567,2023-11-23,2023-11-28,Denim Jeans,Clothing,Vogue Apparel,Warehouse B,North,3,73.96,18.0,258,221.89,79.76,On Time
ORD-10568,2023-11-24,2023-11-29,Leather Wallet,Accessories,Apex Goods,Warehouse B,West,2,24.57,12.0,347,49.14,16.11,On Time
ORD-10569,2023-11-24,2023-12-11,Smart Watch Band,Accessories,Apex Goods,Warehouse B,South,4,141.35,12.0,96,565.4,248.43,Critical Delay
ORD-10570,2023-11-24,2023-11-26,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,North,1,94.12,18.0,340,94.12,28.65,On Time
ORD-10571,2023-11-25,2023-11-29,Laptop Pro,Electronics,TechCorp,Warehouse A,West,2,487.4,25.0,234,974.81,328.68,On Time
ORD-10572,2023-11-25,2023-11-28,Running Shoes,Clothing,Vogue Apparel,Warehouse C,West,4,149.9,12.0,244,599.59,233.84,On Time
ORD-10573,2023-11-25,2023-11-29,Bulk Almonds,Grocery,FreshFoods,Warehouse A,North,8,46.23,12.0,173,369.84,23.59,On Time
ORD-10574,2023-11-26,2023-12-12,Smartphone X,Electronics,TechCorp,Warehouse B,West,3,364.73,25.0,120,1094.19,370.47,Critical Delay
ORD-10575,2023-11-26,2023-11-27,Laptop Pro,Electronics,TechCorp,Warehouse C,South,1,703.13,25.0,362,703.13,233.6,On Time
ORD-10576,2023-11-27,2023-12-02,Backpack,Accessories,Apex Goods,Warehouse A,West,2,73.34,12.0,84,146.68,60.01,On Time
ORD-10577,2023-11-30,2023-12-02,Bookshelf,Furniture,TimberCraft,Warehouse A,South,1,499.28,75.0,388,499.28,62.36,On Time
ORD-10578,2023-11-30,2023-12-05,4K Monitor,Electronics,TechCorp,Warehouse B,North,3,735.41,37.5,29,2206.24,753.43,On Time
ORD-10579,2023-11-30,2023-12-04,4K Monitor,Electronics,TechCorp,Warehouse B,North,1,995.54,37.5,151,995.54,329.69,On Time
ORD-10580,2023-12-01,2023-12-03,Backpack,Accessories,Apex Goods,Warehouse C,East,2,141.18,12.0,345,282.35,121.06,On Time
ORD-10581,2023-12-01,2023-12-03,Organic Coffee,Grocery,FreshFoods,Warehouse B,North,6,26.2,12.0,27,157.2,6.58,On Time
ORD-10582,2023-12-01,2023-12-03,4K Monitor,Electronics,TechCorp,Warehouse C,South,1,359.39,25.0,197,359.39,113.29,On Time
ORD-10583,2023-12-02,2023-12-15,Energy Drinks,Grocery,FreshFoods,Warehouse B,South,11,43.5,8.0,353,478.48,34.28,Critical Delay
ORD-10584,2023-12-02,2023-12-05,Backpack,Accessories,Apex Goods,Warehouse A,East,3,62.51,12.0,172,187.53,78.39,On Time
ORD-10585,2023-12-02,2023-12-03,Energy Drinks,Grocery,FreshFoods,Warehouse A,North,14,42.58,12.0,32,596.16,41.69,On Time
ORD-10586,2023-12-02,2023-12-04,4K Monitor,Electronics,TechCorp,Warehouse A,East,3,627.51,25.0,201,1882.52,646.38,On Time
ORD-10587,2023-12-03,2023-12-16,Backpack,Accessories,Apex Goods,Warehouse B,South,2,44.84,12.0,124,89.69,34.36,Critical Delay
ORD-10588,2023-12-04,2023-12-06,Denim Jeans,Clothing,Vogue Apparel,Warehouse C,West,4,141.77,12.0,182,567.06,220.82,On Time
ORD-10589,2023-12-04,2023-12-06,Bulk Almonds,Grocery,FreshFoods,Warehouse A,South,6,43.4,8.0,7,260.38,16.83,On Time
ORD-10590,2023-12-04,2023-12-05,Energy Drinks,Grocery,FreshFoods,Warehouse A,South,12,37.22,8.0,255,446.67,-67.0,On Time
ORD-10591,2023-12-04,2023-12-08,Office Chair,Furniture,TimberCraft,Warehouse A,West,2,461.33,75.0,158,922.67,147.03,On Time
ORD-10592,2023-12-04,2023-12-14,Smartphone X,Electronics,TechCorp,Warehouse B,North,2,872.33,37.5,67,1744.65,591.88,Delayed
ORD-10593,2023-12-05,2023-12-07,Leather Wallet,Accessories,Apex Goods,Warehouse A,South,1,69.69,12.0,275,69.69,25.36,On Time
ORD-10594,2023-12-05,2023-12-17,Bookshelf,Furniture,TimberCraft,Warehouse B,North,1,121.38,112.5,47,121.38,-31.97,Critical Delay
ORD-10595,2023-12-06,2023-12-11,Ergonomic Desk,Furniture,TimberCraft,Warehouse B,East,1,101.88,75.0,171,101.88,-17.12,On Time
ORD-10596,2023-12-07,2023-12-10,Smart Watch Band,Accessories,Apex Goods,Warehouse A,East,3,78.08,12.0,103,234.24,99.41,On Time
ORD-10597,2023-12-07,2023-12-11,Organic Coffee,Grocery,FreshFoods,Warehouse C,East,5,31.25,8.0,357,156.27,8.5,On Time
ORD-10598,2023-12-08,2023-12-09,Laptop Pro,Electronics,TechCorp,Warehouse A,West,3,860.47,25.0,253,2581.41,890.99,On Time
ORD-10599,2023-12-08,2023-12-12,Running Shoes,Clothing,Vogue Apparel,Warehouse C,South,1,127.63,12.0,169,127.63,45.05,On Time
ORD-10600,2023-12-08,2023-12-13,Bulk Almonds,Grocery,FreshFoods,Warehouse A,South,9,28.9,8.0,291,260.13,16.81,On Time
ORD-10601,2023-12-08,2023-12-10,Backpack,Accessories,Apex Goods,Warehouse B,North,4,40.75,18.0,380,163.01,64.35,On Time
ORD-10602,2023-12-09,2023-12-10,Ergonomic Desk,Furniture,TimberCraft,Warehouse C,East,1,174.71,75.0,102,174.71,-2.56,On Time
ORD-10603,2023-12-10,2023-12-26,Bookshelf,Furniture,TimberCraft,Warehouse B,North,2,196.5,112.5,348,393.0,22.35,Critical Delay
ORD-10604,2023-12-11,2023-12-12,Smartphone X,Electronics,TechCorp,Warehouse A,South,3,441.35,25.0,71,1324.05,450.92,On Time
ORD-10605,2023-12-11,2023-12-15,Denim Jeans,Clothing,Vogue Apparel,Warehouse C,West,5,123.05,12.0,319,615.23,240.09,On Time
ORD-10606,2023-12-12,2023-12-15,Office Chair,Furniture,TimberCraft,Warehouse B,North,2,203.76,112.5,383,407.52,25.25,On Time
ORD-10607,2023-12-12,2023-12-13,Bookshelf,Furniture,TimberCraft,Warehouse A,South,2,365.45,75.0,30,730.9,108.68,On Time
ORD-10608,2023-12-12,2023-12-13,4K Monitor,Electronics,TechCorp,Warehouse A,West,1,929.52,25.0,228,929.52,312.83,On Time
ORD-10609,2023-12-13,2023-12-14,Denim Jeans,Clothing,Vogue Apparel,Warehouse A,West,1,80.81,12.0,163,80.81,26.32,On Time
ORD-10610,2023-12-14,2023-12-27,Running Shoes,Clothing,Vogue Apparel,Warehouse B,East,2,79.82,12.0,289,159.63,57.85,Critical Delay
ORD-10611,2023-12-14,2023-12-18,Bookshelf,Furniture,TimberCraft,Warehouse B,South,1,469.8,75.0,42,469.8,56.46,On Time
ORD-10612,2023-12-15,2023-12-19,Smartphone X,Electronics,TechCorp,Warehouse C,West,2,1074.42,25.0,234,2148.83,739.59,On Time
ORD-10613,2023-12-15,2023-12-16,Winter Jacket,Clothing,Vogue Apparel,Warehouse C,South,3,105.02,12.0,285,315.06,120.02,On Time
ORD-10614,2023-12-16,2023-12-21,Leather Wallet,Accessories,Apex Goods,Warehouse A,South,2,25.61,12.0,273,51.22,17.05,On Time
ORD-10615,2023-12-16,2023-12-20,Smartphone X,Electronics,TechCorp,Warehouse A,North,2,521.54,37.5,349,1043.08,346.33,On Time
ORD-10616,2023-12-16,2023-12-21,Office Chair,Furniture,TimberCraft,Warehouse A,South,1,311.22,75.0,177,311.22,24.74,On Time
ORD-10617,2023-12-16,2023-12-18,Leather Wallet,Accessories,Apex Goods,Warehouse C,South,4,87.23,12.0,250,348.9,151.0,On Time
ORD-10618,2023-12-17,2023-12-18,Bulk Almonds,Grocery,FreshFoods,Warehouse B,North,14,45.18,12.0,297,632.5,44.6,On Time
ORD-10619,2023-12-19,2023-12-21,Wireless Earbuds,Electronics,TechCorp,Warehouse B,East,2,754.13,25.0,307,1508.25,515.39,On Time
ORD-10620,2023-12-19,2023-12-23,Laptop Pro,Electronics,TechCorp,Warehouse A,West,3,974.25,25.0,339,2922.75,1010.46,On Time
ORD-10621,2023-12-19,2023-12-23,Smartphone X,Electronics,TechCorp,Warehouse C,East,2,1091.2,25.0,372,2182.4,751.34,On Time
ORD-10622,2023-12-20,2023-12-21,Bulk Almonds,Grocery,FreshFoods,Warehouse B,North,7,20.81,12.0,263,145.7,5.66,On Time
ORD-10623,2023-12-22,2023-12-24,Energy Drinks,Grocery,FreshFoods,Warehouse A,South,9,27.54,8.0,367,247.86,15.83,On Time
ORD-10624,2023-12-22,2023-12-27,4K Monitor,Electronics,TechCorp,Warehouse C,South,2,1007.74,25.0,45,2015.48,692.92,On Time
ORD-10625,2023-12-22,2023-12-27,Leather Wallet,Accessories,Apex Goods,Warehouse B,East,4,50.37,12.0,142,201.48,84.67,On Time
ORD-10626,2023-12-23,2023-12-24,Winter Jacket,Clothing,Vogue Apparel,Warehouse B,South,2,38.84,12.0,46,77.68,25.07,On Time
